og	gos
COG0549	GO:0009987,GO:0008152,GO:0044237,GO:0016310,GO:0006796,GO:0006793,GO:0019752,GO:0044249,GO:0006807,GO:0044281,GO:0044283,GO:1901576,GO:0044710,GO:0044711,GO:0006520,GO:0071704,GO:0044238,GO:0009058,GO:0043436,GO:0008652,GO:1901564,GO:1901566,GO:0006082,GO:0046394,GO:0016053,GO:0009064,GO:0006525,GO:1901605
COG0020	GO:0008152,GO:0009987,GO:0009058,GO:0071704,GO:0044237,GO:1901576,GO:0044249,GO:0044699,GO:0044763,GO:0044260,GO:0043170,GO:0034645,GO:1901137,GO:1901135,GO:0009059,GO:0044710,GO:0065007,GO:0065008,GO:0071840,GO:1901564,GO:1901566,GO:0070589,GO:0030203,GO:0009252,GO:0044036,GO:0006807,GO:0044038,GO:0042546,GO:0006022,GO:0006023,GO:0006024,GO:0009273,GO:0071554,GO:0000270,GO:0044085,GO:0050789,GO:0050794,GO:0008360,GO:0022604,GO:0022603,GO:0050793,GO:0051128
COG2161	GO:0065007,GO:0050789,GO:0080090,GO:0019222,GO:0060255,GO:2001141,GO:0009889,GO:0050794,GO:0006355,GO:0010556,GO:0051252,GO:0031326,GO:0031323,GO:2000112,GO:0010468,GO:0019219,GO:0051171
COG1214	GO:0008152,GO:0071704,GO:0044238,GO:0043170,GO:0044260,GO:0009987,GO:0043412,GO:0044237,GO:0009451,GO:0090304,GO:0034641,GO:0006807,GO:0044281,GO:0034660,GO:0034470,GO:0046085,GO:1901360,GO:0006139,GO:0044710,GO:1901657,GO:0042278,GO:0010467,GO:0006400,GO:0008033,GO:0006725,GO:0072521,GO:0009116,GO:0009119,GO:0046128,GO:0055086,GO:0046483,GO:0016070,GO:1901564,GO:1901135,GO:0006399,GO:0070526,GO:0006396,GO:0070525,GO:0019538,GO:0006508
ENOG4111Q8X	GO:0008152,GO:0044710,GO:0055114,GO:0044238,GO:0051604,GO:0019538,GO:0043170,GO:0071704,GO:0010467
COG1002	GO:0008152,GO:0032259,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0009987,GO:0006725,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0044260,GO:0006259,GO:0006304,GO:0043412,GO:0006306,GO:0019222,GO:0050789,GO:0006305,GO:0040029,GO:0065007,GO:0010468,GO:0060255,GO:0044728,GO:0043414,GO:0090305
COG1269	GO:0016020,GO:0033179,GO:0044425,GO:0043234,GO:0032991,GO:0016469,GO:0033177,GO:0033176,GO:0044464,GO:0005623,GO:0044424,GO:0005622,GO:0005737,GO:0043229,GO:0043226,GO:0043231,GO:0043227,GO:0044444,GO:0044422,GO:0044446,GO:0031090,GO:0005773,GO:0005774,GO:0044437,GO:0016471,GO:0000220,GO:0071944,GO:0005886
COG4865	GO:0019670,GO:0044282,GO:0019752,GO:0009063,GO:0006807,GO:0044281,GO:0009065,GO:0009064,GO:0006091,GO:0044712,GO:0044710,GO:0006520,GO:0055114,GO:0071704,GO:0006113,GO:1901605,GO:1901606,GO:0044238,GO:0019665,GO:0009987,GO:1901575,GO:0008152,GO:0043436,GO:0009056,GO:0044248,GO:1901565,GO:0043649,GO:0043648,GO:1901564,GO:0015980,GO:0006082,GO:0046395,GO:0016054,GO:0044237,GO:0006536,GO:0006538
COG0477	GO:0016020,GO:0044425,GO:0016021,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG1172	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0016021,GO:0044425,GO:0031224
COG0306	GO:0016020
COG0370	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG1283	GO:0016020,GO:0044425
COG1914	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0044425,GO:0016021,GO:0031224
COG0448	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0009507,GO:0044444,GO:0009536,GO:0043229,GO:0043227,GO:0043226,GO:0043231
COG0776	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0043232,GO:0043228,GO:0005694
COG0624	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0180	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG1494	GO:0008152,GO:0009987,GO:0044237,GO:0016311,GO:0006796,GO:0006793,GO:0071704,GO:0044238,GO:0005975,GO:0046364,GO:0006094,GO:1901576,GO:0019318,GO:0019319,GO:0009058,GO:0044723,GO:0005996,GO:0016051,GO:0006006,GO:0019751,GO:0044281,GO:0044710,GO:0044262,GO:0006071,GO:0019400,GO:0006066,GO:1901615,GO:0015977,GO:0015979,GO:0019685,GO:0019253
COG0614	GO:0005488,GO:1901363,GO:0097159
COG0516	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1362	GO:0008152,GO:0071704,GO:0019538,GO:0043170,GO:0044238,GO:0006508
COG0445	GO:0005737,GO:0044464,GO:0005622,GO:0005623,GO:0044424
COG0176	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1190	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0528	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0623	GO:0044710,GO:0008152,GO:0055114,GO:0009987,GO:0019752,GO:0044249,GO:0044281,GO:0044283,GO:0072330,GO:1901576,GO:0044711,GO:0071704,GO:0032787,GO:0009058,GO:0043436,GO:0006082,GO:0046394,GO:0016053,GO:0044237,GO:0006633,GO:0006631,GO:0006629,GO:0044255,GO:0008610,GO:0044238
COG0399	GO:0008152
COG1882	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG3959	GO:0008152
COG0621	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
ENOG410XWGZ	GO:0043229,GO:0043226,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043228,GO:0045111,GO:0044430,GO:0005882,GO:0043234,GO:0032991,GO:0043232,GO:0005856,GO:0044446,GO:0044422,GO:0045095,GO:0043227,GO:0005737,GO:0005794,GO:0043231,GO:0044444
COG0147	GO:0009058,GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044281,GO:0044710,GO:0043436,GO:0006807,GO:0006082,GO:0019752,GO:1901564,GO:0044238,GO:0006520,GO:1901605,GO:1901360,GO:0044249,GO:0006725,GO:1901362,GO:0019438,GO:1901576,GO:0044283,GO:0044711,GO:1901566,GO:0016053,GO:0046394,GO:0008652,GO:0044271,GO:0034641,GO:0046483,GO:0018130,GO:1901607,GO:0009073,GO:0009072,GO:0006568,GO:0000162,GO:0009308,GO:0009309,GO:0006586,GO:0042435,GO:0042430,GO:0006576,GO:0042401,GO:0044106,GO:0046219,GO:0051186,GO:0051188,GO:0009396,GO:0006760,GO:0006575,GO:0042558,GO:0006732,GO:0042398,GO:0042559,GO:0009108
COG1440	GO:0009987,GO:0008152,GO:0051179,GO:0044699,GO:0008643,GO:0071702,GO:0006810,GO:0044765,GO:0051234,GO:0034219,GO:0009401,GO:0044763,GO:0055085
COG2937	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0005622,GO:0005737,GO:0044444,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044446,GO:0044422,GO:0031090
COG1760	GO:0008152,GO:0071704,GO:0044238,GO:0016051,GO:1901576,GO:0019318,GO:0019319,GO:0044723,GO:0005996,GO:0006006,GO:0046364,GO:0006094,GO:0009058,GO:0005975
COG0255	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0005737,GO:0043229,GO:0043226,GO:0030529,GO:0044444,GO:0043228,GO:0032991,GO:0043232,GO:0005840
COG1862	NA
COG0450	GO:0008152,GO:0055114,GO:0044710,GO:0050896,GO:0006950,GO:0006979,GO:0009987,GO:0044699,GO:0044763,GO:0050789,GO:0050794,GO:0065007,GO:0065008,GO:0042592,GO:0019725,GO:0045454
COG1087	GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044238,GO:0005975,GO:0044723,GO:0006012,GO:0019318,GO:0005996
COG1464	NA
COG1521	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0178	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043234,GO:0032991,GO:0009380,GO:0005737,GO:0016020,GO:0043190,GO:0044425,GO:0071944,GO:0005886
COG4775	GO:0016020,GO:0019867,GO:0044464,GO:0005623,GO:0071944,GO:0031975,GO:0044425,GO:0031224,GO:0016021,GO:0009279,GO:0030313,GO:0030312,GO:0044462,GO:0005886
COG1185	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1966	GO:0016020
COG0689	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0032991,GO:0043234,GO:0000178,GO:0005737
COG0361	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG0210	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0282	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG1155	GO:0033178,GO:0016020,GO:0044425,GO:0043234,GO:0032991,GO:0016469,GO:0033176,GO:0033180,GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044444,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0043231
COG0024	GO:0009987,GO:0008152,GO:0071704,GO:0043170,GO:0044238,GO:0019538,GO:0006508
COG0695	GO:0055114,GO:0044699,GO:0009987,GO:0008152,GO:0044763,GO:0050789,GO:0065007,GO:0050794,GO:0044710,GO:0019725,GO:0065008,GO:0045454,GO:0042592
COG0091	GO:0005622,GO:0005737,GO:0044464,GO:0005623,GO:0043229,GO:0043226,GO:0044444,GO:0044424,GO:0005840,GO:0030529,GO:0043228,GO:0032991,GO:0043232,GO:0015934,GO:0044391,GO:0044446,GO:0044422
ENOG411128Q	GO:0005623,GO:0044464,GO:0042597,GO:0044462,GO:0030313,GO:0030312,GO:0071944,GO:0030288,GO:0031975
COG5226	GO:0005634,GO:0044464,GO:0005623,GO:0005622,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044424,GO:0044446,GO:0044428,GO:0044422,GO:0034708,GO:0031533,GO:0043234,GO:0032991
ENOG410XPVR	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0005634
ENOG410XR90	GO:0005634,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044446,GO:0044428,GO:0044422,GO:0030529,GO:0032991,GO:0005681
ENOG410XRKD	GO:0005622,GO:0044464,GO:0005623,GO:0005634,GO:0043229,GO:0043226,GO:0044424,GO:0043227,GO:0043231,GO:0044446,GO:0044422,GO:0044428,GO:0032991,GO:0030529,GO:0030532,GO:0005681,GO:0046540,GO:0071013,GO:0005682,GO:0071001
COG0182	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043231,GO:0005634,GO:0043229,GO:0043227,GO:0043226
COG1867	GO:0008033,GO:0006400,GO:0009451,GO:0090304,GO:0034641,GO:0006807,GO:0034660,GO:1901360,GO:0034470,GO:0006139,GO:0044260,GO:0071704,GO:0010467,GO:0032259,GO:0030488,GO:0009987,GO:0006725,GO:0043412,GO:0008152,GO:0046483,GO:0016070,GO:0044238,GO:0044237,GO:0043170,GO:0006399,GO:0006396,GO:0043414,GO:0001510
ENOG411221C	GO:0005737,GO:0032991,GO:0005840,GO:0043232,GO:0044464,GO:0044444,GO:0005623,GO:0030529,GO:0043229,GO:0043228,GO:0044424,GO:0005622,GO:0043226
COG0819	GO:0008152,GO:0009987,GO:0044237,GO:0006772,GO:0071704,GO:0044281,GO:1901360,GO:0044710,GO:0006767,GO:0006766,GO:0046483,GO:1901564,GO:0006807,GO:0034641,GO:0006725,GO:0042723,GO:0072527,GO:0006790,GO:0016310,GO:0006796,GO:0006793,GO:1901576,GO:0009058,GO:0044249,GO:1901362,GO:0019438,GO:0018130,GO:0044271,GO:0044283,GO:0044711,GO:1901566,GO:0009110,GO:0042364,GO:0044272,GO:0042724,GO:0072528,GO:0009228
COG1191	GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:0060255,GO:0065007,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0010556,GO:0032774,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:1901362,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0018130,GO:1901576,GO:0006725,GO:0009987,GO:0009058,GO:0009059,GO:0008152,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0044237,GO:0043170,GO:0019438,GO:2000112,GO:0010468,GO:0006355,GO:0034645,GO:0010467,GO:0006351,GO:0006352,GO:0048856,GO:0030154,GO:0043934,GO:0009653,GO:0048869,GO:0044699,GO:0048646,GO:0032502,GO:0044767,GO:0030435,GO:0044763
COG1476	GO:0097159,GO:0005488,GO:0003676,GO:0003677,GO:1901363,GO:0043565
COG1481	GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0006725,GO:0009987,GO:0008152,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0050789,GO:0065007,GO:0032774,GO:0019222,GO:0031326,GO:0031323,GO:0044249,GO:0034645,GO:1901362,GO:0080090,GO:0044260,GO:2000112,GO:0010467,GO:0010468,GO:0018130,GO:1901576,GO:0019219,GO:0009889,GO:0050794,GO:0009058,GO:0009059,GO:0051171,GO:2001141,GO:0034654,GO:0016070,GO:0044271,GO:0060255,GO:0051252,GO:0006355,GO:0010556,GO:0006351,GO:0019438,GO:0043937,GO:0050793,GO:0090305
COG1595	GO:0080090,GO:0019222,GO:0060255,GO:0050789,GO:0065007,GO:0050794,GO:0031323,GO:2001141,GO:0009889,GO:0010556,GO:0051252,GO:0031326,GO:0019219,GO:0051171,GO:0010468,GO:0006355,GO:2000112,GO:0009987,GO:1901362,GO:1901360,GO:0046483,GO:0019438,GO:0006807,GO:1901576,GO:0044260,GO:0018130,GO:0008152,GO:0034654,GO:0016070,GO:0044271,GO:0009058,GO:0006351,GO:0006352,GO:0032774,GO:0044249,GO:0034641,GO:0034645,GO:0006139,GO:0044238,GO:0006725,GO:0043170,GO:0090304,GO:0071704,GO:0010467,GO:0009059,GO:0044237
COG1954	GO:0080090,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0009607,GO:0050896,GO:0051252,GO:0006355,GO:0010556
COG2005	GO:0043234,GO:0043190,GO:0032991,GO:0016020,GO:0044425
COG3070	NA
COG3933	GO:0016021,GO:0016020,GO:0044425,GO:0031224
COG4742	GO:0044464,GO:0005623,GO:0005622
COG4957	GO:0080090,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556
COG5068	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005634,GO:0043229,GO:0043227,GO:0043226,GO:0043231
COG5406	GO:0005634,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043228,GO:0043232,GO:0005694
ENOG410XP86	GO:0032774,GO:0019222,GO:0031326,GO:0031323,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0034645,GO:1901362,GO:0050789,GO:1901360,GO:0080090,GO:0006139,GO:0044260,GO:0071704,GO:2000112,GO:0060255,GO:0010467,GO:0065007,GO:0010468,GO:0018130,GO:1901576,GO:0019219,GO:0006725,GO:0009987,GO:0009889,GO:0050794,GO:0009058,GO:0009059,GO:0051171,GO:0008152,GO:2001141,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0051252,GO:0044237,GO:0043170,GO:0006355,GO:0010556,GO:0006351,GO:0019438
ENOG410XQTE	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
ENOG410XSC3	GO:0032774,GO:0019222,GO:0031326,GO:0031323,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0034645,GO:1901362,GO:0050789,GO:1901360,GO:0080090,GO:0006139,GO:0044260,GO:0071704,GO:2000112,GO:0060255,GO:0010467,GO:0065007,GO:0010468,GO:0018130,GO:1901576,GO:0019219,GO:0006725,GO:0009987,GO:0009889,GO:0050794,GO:0009058,GO:0009059,GO:0051171,GO:0008152,GO:2001141,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0051252,GO:0044237,GO:0043170,GO:0006355,GO:0010556,GO:0006351,GO:0019438
ENOG410XUDK	NA
ENOG410YGF0	GO:0032774,GO:0019222,GO:0031326,GO:0031323,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0034645,GO:1901362,GO:0050789,GO:1901360,GO:0080090,GO:0006139,GO:0044260,GO:0071704,GO:2000112,GO:0060255,GO:0010467,GO:0065007,GO:0010468,GO:0018130,GO:1901576,GO:0019219,GO:0006725,GO:0009987,GO:0009889,GO:0050794,GO:0009058,GO:0009059,GO:0051171,GO:0008152,GO:2001141,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0051252,GO:0044237,GO:0043170,GO:0006355,GO:0010556,GO:0006351,GO:0019438
ENOG410ZWCT	GO:0032774,GO:0019222,GO:0031326,GO:0031323,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0034645,GO:1901362,GO:0050789,GO:1901360,GO:0080090,GO:0006139,GO:0044260,GO:0071704,GO:2000112,GO:0060255,GO:0010467,GO:0065007,GO:0010468,GO:0018130,GO:1901576,GO:0019219,GO:0006725,GO:0009987,GO:0009889,GO:0050794,GO:0009058,GO:0009059,GO:0051171,GO:0008152,GO:2001141,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0051252,GO:0044237,GO:0043170,GO:0006355,GO:0010556,GO:0006351,GO:0019438
ENOG4110BBF	GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556,GO:0032774,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0034645,GO:1901362,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0010467,GO:0018130,GO:1901576,GO:0006725,GO:0009987,GO:0009058,GO:0009059,GO:0008152,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0044237,GO:0043170,GO:0006351,GO:0019438
ENOG4110Z17	NA
ENOG4111FPJ	GO:0043565,GO:0097159,GO:0005488,GO:0003676,GO:0003677,GO:1901363
ENOG4111RU0	GO:0080090,GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556,GO:0006555,GO:0019752,GO:0044249,GO:0006807,GO:0009067,GO:0009066,GO:0044283,GO:1901576,GO:0044710,GO:0044711,GO:0071704,GO:0006520,GO:0032259,GO:1901605,GO:1901607,GO:0009987,GO:0044238,GO:0000097,GO:0000096,GO:0009058,GO:0008152,GO:0043436,GO:0008652,GO:1901564,GO:1901566,GO:0006082,GO:0044272,GO:0046394,GO:0016053,GO:0044237,GO:0006790,GO:0009086,GO:0044281
ENOG4111WQB	GO:0080090,GO:0019222,GO:0019219,GO:0031323,GO:2001141,GO:0051252,GO:0009889,GO:0050789,GO:0006355,GO:0010556,GO:0065007,GO:0051171,GO:0031326,GO:0060255,GO:0050794,GO:0010468,GO:2000112
ENOG41127SZ	GO:0044464,GO:0005623,GO:0005622
COG0266	GO:0008152,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0090304,GO:0044237,GO:0071704,GO:0044238,GO:0006281,GO:0006950,GO:0050896,GO:0033554,GO:0044260,GO:0051716,GO:0044699,GO:0006974,GO:0044763,GO:0006259,GO:0006289,GO:0006284,GO:0090305
COG0322	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043234,GO:0032991,GO:0009380
COG0323	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005634,GO:0043229,GO:0043226,GO:0043227,GO:0043231,GO:0044446,GO:0044422,GO:0044428,GO:0032300,GO:0043234,GO:0032991,GO:0032389
COG0328	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1061	GO:0008152,GO:0044238,GO:0071704,GO:0009987,GO:1901360,GO:0006807,GO:0046483,GO:0034641,GO:0006139,GO:0006725,GO:0044237,GO:0043170,GO:0090304,GO:0044260,GO:0006259,GO:0006200,GO:0006796,GO:0006793,GO:0019439,GO:1901575,GO:1901361,GO:0034655,GO:0046700,GO:0044270,GO:0050896,GO:0044248,GO:0009056,GO:0046434,GO:0009166,GO:0009164,GO:0044281,GO:0046130,GO:0044710,GO:0009199,GO:0009207,GO:0009205,GO:0009203,GO:0046128,GO:0042454,GO:1901564,GO:1901565,GO:0006163,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:0009154,GO:0009150,GO:0009261,GO:0019637,GO:1901292,GO:0006753,GO:0009259,GO:0042278,GO:0055086,GO:1901136,GO:1901135,GO:0072521,GO:0072523,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0019693,GO:1901657,GO:1901658,GO:0009167,GO:0009161,GO:0009169,GO:0046034,GO:0009158,GO:0009128,GO:0009123,GO:0009126,GO:0009125,GO:0044699,GO:0006950,GO:0044763,GO:0006289,GO:0051716,GO:0006281,GO:0006974,GO:0032392,GO:0033554,GO:0071103,GO:0032508
COG1195	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1199	GO:0044464,GO:0005623,GO:0005622,GO:0005634,GO:0044424,GO:0043229,GO:0043226,GO:0043227,GO:0043231
COG1200	GO:0008152,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:1901360,GO:0046483,GO:0034641,GO:0006807,GO:0006139,GO:0006725,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:1901564,GO:1901565,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:0006200,GO:1901361,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0009150,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0042278,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0006152,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:1901657,GO:0006796,GO:0006793,GO:1901658,GO:0043170,GO:0044260,GO:0090304,GO:0006259,GO:0006281,GO:0033554,GO:0051716,GO:0006950,GO:0050896,GO:0044763,GO:0044699,GO:0006974,GO:0032392,GO:0071103,GO:0032508,GO:0006310
COG1330	GO:0044464,GO:0005623,GO:0043234,GO:0032991,GO:0009338,GO:0044424,GO:0005622
COG1525	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0032991,GO:0030529,GO:0031332,GO:0016442,GO:0005737,GO:0043229,GO:0043226,GO:0044444,GO:0043227,GO:0043231
COG1570	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043234,GO:0032991,GO:0009318
COG1754	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0005694,GO:0043232,GO:0043228
COG3328	GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0044260,GO:0032196,GO:0071704,GO:0044699,GO:0009987,GO:0006725,GO:0044763,GO:0008152,GO:0046483,GO:0006310,GO:0044238,GO:0006313,GO:0044237,GO:0043170,GO:0006259
COG3385	GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0044260,GO:0032196,GO:0071704,GO:0044699,GO:0009987,GO:0006725,GO:0044763,GO:0008152,GO:0046483,GO:0006310,GO:0044238,GO:0006313,GO:0044237,GO:0043170,GO:0006259
COG3464	GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0044260,GO:0032196,GO:0071704,GO:0044699,GO:0009987,GO:0006725,GO:0044763,GO:0008152,GO:0046483,GO:0006310,GO:0044238,GO:0006313,GO:0044237,GO:0043170,GO:0006259
COG4199	GO:0090305,GO:0090304,GO:0034641,GO:0006807,GO:0006139,GO:0071704,GO:1901360,GO:0009987,GO:0006725,GO:0008152,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0044699,GO:0051716,GO:0044260,GO:0006281,GO:0006974,GO:0006950,GO:0044763,GO:0006310,GO:0050896,GO:0033554,GO:0006259
COG4584	GO:0008152,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0006725,GO:0009987,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0006259,GO:0015074
COG4889	GO:0008152,GO:0032259,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0009987,GO:0006725,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0090305,GO:0006304,GO:0044260,GO:0043412,GO:0006259,GO:0019222,GO:0050789,GO:0006305,GO:0040029,GO:0065007,GO:0010468,GO:0006306,GO:0060255,GO:0044728,GO:0043414
ENOG410XNTI	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044444,GO:0043229,GO:0043226,GO:0043227,GO:0043231,GO:0043228,GO:0043232,GO:0035770,GO:0030529,GO:0032991,GO:0005634
ENOG410XNXU	GO:0005634,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044446,GO:0044422,GO:0044428,GO:0032991,GO:0043234,GO:0043564,GO:0070419,GO:0031974,GO:0031981,GO:0043233,GO:0070013,GO:0043228,GO:0043232,GO:0005694,GO:0005654,GO:0044451,GO:0005958,GO:0005667,GO:0005737
ENOG410XT7Q	NA
ENOG4110Z5B	NA
ENOG4111GDS	GO:0006310,GO:0006139,GO:0044260,GO:0044238,GO:0009987,GO:0006725,GO:0044237,GO:0043170,GO:0090304,GO:0015074,GO:0034641,GO:0006807,GO:0008152,GO:0006259,GO:0071704,GO:1901360,GO:0046483
COG2919	GO:0044464,GO:0005623,GO:0016020,GO:0071944,GO:0005886,GO:0032153,GO:0016021,GO:0044425,GO:0031224,GO:0044459,GO:0005887,GO:0031226,GO:0032155
COG3087	GO:0051301,GO:0009987,GO:0044763,GO:0044699
COG3095	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0009295
COG4942	NA
COG5156	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0005634,GO:0044422,GO:0043234,GO:0032991,GO:0044446,GO:0044428,GO:0000152,GO:0031461,GO:0000151,GO:0005680,GO:0005737
COG0615	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0682	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0016021,GO:0044425,GO:0031224
COG0729	GO:0016020,GO:0019867
COG1213	GO:0016020
