og	gos
COG0508	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0044444,GO:0032991,GO:0043234,GO:0045239,GO:0045240,GO:0045252,GO:0045254
COG0008	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0468	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043226,GO:0043227,GO:0043231,GO:0005634
COG0359	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044444,GO:0044424,GO:0043229,GO:0043226,GO:0030529,GO:0032991,GO:0005840,GO:0043232,GO:0043228
COG0544	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
informationStorageAndProcessing	failed_request
COG0012	GO:0005488,GO:0000166,GO:0035639,GO:1901363,GO:1901265,GO:0001882,GO:0043168,GO:0043167,GO:0001883,GO:0032549,GO:0017076,GO:0036094,GO:0097159,GO:0032555,GO:0032550,GO:0032553,GO:0032561,GO:0005525,GO:0019001
COG0090	GO:0005622,GO:0044464,GO:0005623,GO:0005737,GO:0044424,GO:0043229,GO:0043226,GO:0044444,GO:0005840,GO:0030529,GO:0043228,GO:0032991,GO:0043232,GO:0015934,GO:0044446,GO:0044422,GO:0044391
COG0231	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0173	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG2039	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG2217	GO:0016020,GO:0044425,GO:0031224,GO:0016021
COG0036	GO:0005975,GO:0008152,GO:0044238,GO:0071704,GO:0009987,GO:0044237,GO:1901575,GO:0009056,GO:0016052,GO:0044723,GO:0044724,GO:0005996,GO:0046365,GO:0019320,GO:0019318,GO:0006796,GO:0006793,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0006098,GO:0044281,GO:0044710,GO:1901564,GO:0019637,GO:0006753,GO:0055086,GO:0009117,GO:0055114,GO:0046496,GO:0051186,GO:0006739,GO:0006732,GO:0006733,GO:0006740,GO:0006006,GO:0006007,GO:0072524,GO:0019362
COG0200	GO:0044464,GO:0005623,GO:0005622,GO:0043229,GO:0043226,GO:0044424,GO:0005737,GO:0044444,GO:0005840,GO:0043228,GO:0030529,GO:0043232,GO:0032991,GO:0044446,GO:0044422,GO:0015934,GO:0044391
COG1088	GO:0008152,GO:0044237,GO:0009987,GO:0071704,GO:0044238,GO:0044710,GO:1901135,GO:0009225,GO:0044281,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006725,GO:0006793,GO:0019637,GO:0006753,GO:0006139,GO:0055086,GO:0009117,GO:0006796,GO:0055114,GO:0005975,GO:0009058,GO:1901576,GO:0044249,GO:0043170,GO:0044723,GO:0044260,GO:0034645,GO:0009059,GO:0044262,GO:0016051,GO:0044264,GO:0034637,GO:0033692,GO:0000271,GO:0005976,GO:0045226,GO:0046379
COG0592	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043234,GO:0032991,GO:0005737,GO:0042575,GO:0009360,GO:0043626,GO:0043229,GO:0043226,GO:0043227,GO:0005634,GO:0043231
COG0515	GO:0016020,GO:0005623,GO:0044464,GO:0044425,GO:0016021,GO:0031224,GO:0071944,GO:0005886,GO:0005622,GO:0044424
COG0481	GO:0044464,GO:0005623,GO:0016020,GO:0071944,GO:0005886,GO:0005622,GO:0005737,GO:0044424,GO:0044444,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0005739,GO:0044446,GO:0044429,GO:0044422,GO:0005759,GO:0031974,GO:0070013,GO:0043233,GO:0031975,GO:0031090,GO:0031967,GO:0031966,GO:0019866,GO:0005743,GO:0005740
COG0539	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0043229,GO:0043226,GO:0005737,GO:0044444,GO:0043228,GO:0043232,GO:0030529,GO:0032991,GO:0005840,GO:0043231,GO:0043227,GO:0005634
COG0086	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0043227,GO:0043231,GO:0005634,GO:0044446,GO:0044422,GO:0031974,GO:0031981,GO:0044428,GO:0043233,GO:0070013,GO:0032991,GO:0043234,GO:0030880,GO:0055029,GO:0000428,GO:0005654,GO:0044451,GO:0016591,GO:0005665
COG0458	GO:0008152,GO:0006807,GO:0009987,GO:0044237,GO:0044710,GO:0071704,GO:1901564,GO:0044281,GO:0044238,GO:0044249,GO:0009058,GO:1901576,GO:0006520,GO:0044271,GO:0034641,GO:0043436,GO:0006082,GO:0019752,GO:1901605,GO:0009064,GO:0006796,GO:0006793,GO:0090407,GO:0019637,GO:1901566,GO:0046483,GO:0018130,GO:1901362,GO:1901360,GO:0006139,GO:0006725,GO:0055086,GO:0072528,GO:0072527,GO:0008652,GO:0044283,GO:0044711,GO:0046394,GO:0016053,GO:0006221,GO:0034654,GO:0019438,GO:0009165,GO:1901293,GO:0006753,GO:0009117,GO:0006220,GO:1901607,GO:0006526,GO:0006525,GO:0009084,GO:1901137,GO:1901135,GO:0009260,GO:0019693,GO:0046390,GO:0009259,GO:0009163,GO:0009116,GO:0009220,GO:0009218,GO:0046134,GO:0006213,GO:1901657,GO:1901659,GO:0042455,GO:0046132,GO:0046131,GO:0009119,GO:0009161,GO:0009156,GO:0009123,GO:0009124,GO:0009130,GO:0009174,GO:0009173,GO:0046049,GO:0044205,GO:0009129,GO:0006222,GO:0006541,GO:0009056,GO:1901575,GO:0044248,GO:0044282,GO:0070409,GO:0070408,GO:0044712,GO:0046395,GO:1901565,GO:0016054,GO:0009063,GO:0009065,GO:1901606,GO:0006543,GO:0019856,GO:0006206,GO:0009112,GO:0046112,GO:0006207
Not	failed_request
ENOG410XPV5	GO:0006810,GO:0051234,GO:0051179,GO:0008643,GO:0044765,GO:0071702,GO:0044699
COG0092	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043226,GO:0044444,GO:0005840,GO:0030529,GO:0032991,GO:0043232,GO:0043228,GO:0044422,GO:0044446,GO:0015935,GO:0044391
COG0607	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG0568	GO:0080090,GO:0019222,GO:0060255,GO:2001141,GO:0050789,GO:0065007,GO:0009889,GO:0050794,GO:0010556,GO:0051252,GO:0031326,GO:0031323,GO:0019219,GO:0051171,GO:0009987,GO:0006355,GO:2000112,GO:0010468,GO:0008152,GO:0044237,GO:0044260,GO:0044238,GO:0043170,GO:0071704,GO:1901360,GO:0046483,GO:0006807,GO:0016070,GO:0034641,GO:0006139,GO:0006725,GO:0090304,GO:1901362,GO:0019438,GO:0018130,GO:0034654,GO:0044271,GO:0032774,GO:0044249,GO:1901576,GO:0009058,GO:0009059,GO:0006351,GO:0006352,GO:0034645,GO:0010467,GO:0050896,GO:0009628,GO:0006950,GO:0009266,GO:0009408
COG0088	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044444,GO:0043229,GO:0043226,GO:0005840,GO:0030529,GO:0032991,GO:0043228,GO:0043232
ENOG410XR78	GO:0006810,GO:0051234,GO:0051179
COG0760	GO:0044464,GO:0005623,GO:0042597,GO:0071944,GO:0031975,GO:0030313,GO:0030312,GO:0044462,GO:0030288,GO:0016020,GO:0005886
COG0149	GO:0005737,GO:0005622,GO:0044464,GO:0005623,GO:0044424
COG1018	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424,GO:0044444,GO:0005829,GO:0043234,GO:0032991,GO:0044445,GO:0005833
metabolism	failed_request
COG0652	GO:0005623,GO:0044464,GO:0005622,GO:0044424
COG0333	GO:0005622,GO:0043229,GO:0043226,GO:0005737,GO:0044464,GO:0005623,GO:0044444,GO:0044424,GO:0005840,GO:0030529,GO:0043228,GO:0032991,GO:0043232,GO:0044446,GO:0044422,GO:0015934,GO:0044391
COG0551	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0043228,GO:0005694,GO:0043232
COG0781	GO:0019222,GO:0031326,GO:0031323,GO:0050789,GO:0080090,GO:2000112,GO:0060255,GO:0065007,GO:0010468,GO:0019219,GO:0009889,GO:0050794,GO:0051171,GO:2001141,GO:0051252,GO:0006355,GO:0010556,GO:0032774,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0034645,GO:1901362,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0010467,GO:0018130,GO:1901576,GO:0006725,GO:0009987,GO:0009058,GO:0009059,GO:0008152,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0044237,GO:0043170,GO:0006351,GO:0006353,GO:0019438
COG0533	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG2815	GO:0009987,GO:0008152,GO:0016310,GO:0044237,GO:0006796,GO:0006793,GO:0019538,GO:0044267,GO:0044260,GO:0043412,GO:0036211,GO:0043170,GO:0071704,GO:0006468,GO:0006464,GO:0044238
COG0247	GO:0008152,GO:0044710,GO:0055114
ENOG410XNMH	GO:0016020,GO:0044425,GO:0031224,GO:0016021
No	failed_request
COG0629	GO:0009987,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0044260,GO:0071704,GO:0006725,GO:0008152,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0006259,GO:0044249,GO:0034645,GO:0006260,GO:1901576,GO:0009058,GO:0009059
COG0208	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0044444,GO:0043234,GO:0005971,GO:0032991
ENOG410ZM16	GO:0044425,GO:0016021,GO:0016020,GO:0031224
COG0642	GO:0016020,GO:0044425,GO:0031224,GO:0016021
COG0356	GO:0016020,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044425,GO:0032991,GO:0043234,GO:0045259,GO:0016469,GO:0045263,GO:0033177,GO:0031224,GO:0016021,GO:0071944,GO:0005886
COG0190	GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0044281,GO:0055114,GO:0071704,GO:0044238,GO:1901360,GO:0046483,GO:0006807,GO:0006725,GO:1901564,GO:0006760,GO:0043436,GO:0006575,GO:0051186,GO:0042558,GO:0006732,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0034641,GO:1901576,GO:0044249,GO:0009058,GO:1901362,GO:1901566,GO:0019438,GO:0018130,GO:0044271,GO:0008652,GO:0044283,GO:0044711,GO:0016053,GO:0046394,GO:0009396,GO:1901607,GO:0042398,GO:0051188,GO:0042559,GO:0009108,GO:0006730,GO:0046653,GO:0006139,GO:0055086,GO:0072521,GO:0072522,GO:0019637,GO:0006796,GO:0006793,GO:0006753,GO:0009117,GO:0035999,GO:0006163,GO:0009165,GO:0006164,GO:0034654,GO:0090407,GO:1901293,GO:0006547,GO:0000097,GO:0000096,GO:0009067,GO:0009066,GO:0044272,GO:0052803,GO:0009086,GO:0000105,GO:0006555,GO:0006790
COG0743	GO:0008299,GO:0055114,GO:0044249,GO:1901576,GO:0044710,GO:0071704,GO:0009987,GO:0009058,GO:0008152,GO:0044237,GO:0006629,GO:0006720,GO:0044255,GO:0008610,GO:0044238,GO:0044281,GO:0019752,GO:0019288,GO:0046490,GO:0006090,GO:0019682,GO:0006796,GO:0006644,GO:0009240,GO:0032787,GO:0043436,GO:0090407,GO:0006081,GO:0006082,GO:0008654,GO:1901135,GO:0006793,GO:0019637,GO:0006721,GO:0016114
COG0751	GO:0005737,GO:0044464,GO:0005622,GO:0005623,GO:0044424
COG0588	GO:0008152,GO:0009987,GO:0044237,GO:0044238,GO:0071704,GO:0005975,GO:0019318,GO:0044723,GO:0005996,GO:0006006,GO:0016052,GO:0019320,GO:1901575,GO:0044724,GO:0006007,GO:0046365,GO:0006091,GO:0006096,GO:0009056
COG0081	GO:0005622,GO:0005737,GO:0044464,GO:0005623,GO:0044424,GO:0044444,GO:0043229,GO:0043226,GO:0015934,GO:0005840,GO:0030529,GO:0044446,GO:0044422,GO:0043228,GO:0043232,GO:0044391,GO:0032991
COG0236	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0812	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG1970	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG0094	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0043229,GO:0043226,GO:0005737,GO:0043228,GO:0043232,GO:0005840,GO:0044444,GO:0030529,GO:0032991
COG0102	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0005840,GO:0043229,GO:0043226,GO:0044444,GO:0030529,GO:0043228,GO:0043232,GO:0032991,GO:0044446,GO:0044422,GO:0015934,GO:0044391
COG0296	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG0098	GO:0005840,GO:0005737,GO:0005622,GO:0044464,GO:0005623,GO:0044444,GO:0044424,GO:0043229,GO:0043226,GO:0030529,GO:0043228,GO:0032991,GO:0043232,GO:0015935,GO:0044446,GO:0044422,GO:0044391
COG4577	NA
COG0419	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0005634,GO:0043231,GO:0043234,GO:0032991,GO:0044446,GO:0044422,GO:0044428,GO:0030870
COG0612	GO:0008152,GO:0071704,GO:0044238,GO:0043170,GO:0019538,GO:0006508
COG0669	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG0228	GO:0044464,GO:0005623,GO:0005622,GO:0043229,GO:0043226,GO:0005737,GO:0044444,GO:0044424,GO:0005840,GO:0030529,GO:0043228,GO:0032991,GO:0043232
COG0264	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0005737,GO:0043229,GO:0043226,GO:0043227,GO:0043231,GO:0044444,GO:0005739
COG0186	GO:0005622,GO:0044464,GO:0005623,GO:0005737,GO:0044424,GO:0043229,GO:0043226,GO:0005840,GO:0044444,GO:0030529,GO:0043228,GO:0043232,GO:0032991
COG0532	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG0049	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0005737,GO:0043229,GO:0043226,GO:0044444,GO:0005840,GO:0030529,GO:0043228,GO:0032991,GO:0043232,GO:0015935,GO:0044446,GO:0044422,GO:0044391
COG0184	GO:0005622,GO:0005737,GO:0044464,GO:0005623,GO:0043229,GO:0043226,GO:0044444,GO:0044424,GO:0005840,GO:0030529,GO:0043228,GO:0032991,GO:0043232
COG0185	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043226,GO:0005840,GO:0044444,GO:0043228,GO:0043232,GO:0030529,GO:0032991,GO:0044446,GO:0044422,GO:0015935,GO:0044391
COG0050	GO:0005622,GO:0044464,GO:0005623,GO:0005737,GO:0044424
COG0256	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0005737,GO:0043229,GO:0043226,GO:0043228,GO:0005840,GO:0043232,GO:0044444,GO:0030529,GO:0032991
COG0001	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0078	GO:0044464,GO:0005737,GO:0005623,GO:0005622,GO:0044424
COG0822	GO:0008152,GO:0022607,GO:0071840,GO:0016043,GO:0044085,GO:0016226,GO:0009058,GO:0031163,GO:0006807,GO:0071941,GO:0009399
COG0761	GO:0044464,GO:0005623,GO:0043229,GO:0043226,GO:0005622,GO:0044424,GO:0005737,GO:0044444,GO:0043228,GO:0030529,GO:0032991,GO:0005840,GO:0043232
COG1733	NA
COG2207	GO:0044464,GO:0005623,GO:0005622
ENOG411214T	GO:0005618,GO:0071944,GO:0044464,GO:0005623,GO:0030312,GO:0016020,GO:0005576,GO:0016021,GO:0044425,GO:0031224
ENOG4111FPD	GO:0035556,GO:0050789,GO:0065007,GO:0050794,GO:0050896,GO:0009987,GO:0007165,GO:0051716,GO:0000160,GO:0044700,GO:0044763,GO:0023052,GO:0007154,GO:0044699,GO:0019222,GO:0060255,GO:0010468,GO:0080090,GO:2001141,GO:0009889,GO:0006355,GO:0051252,GO:0031326,GO:0031323,GO:2000112,GO:0010556,GO:0019219,GO:0051171,GO:0008152,GO:0044237,GO:0071704,GO:0044238,GO:1901362,GO:1901360,GO:0019438,GO:0006807,GO:1901576,GO:0046483,GO:0018130,GO:0034654,GO:0044271,GO:0044249,GO:0034641,GO:0006139,GO:0006725,GO:0009058,GO:0043170,GO:0044260,GO:0016070,GO:0009059,GO:0032774,GO:0034645,GO:0090304,GO:0010467,GO:0006351
ENOG410YDXS	GO:0005882,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005856,GO:0045111,GO:0032991,GO:0043232,GO:0044446,GO:0043229,GO:0044430,GO:0043234,GO:0043228,GO:0043226,GO:0044422,GO:0005737,GO:0045095
COG0524	GO:0008152,GO:0009987,GO:0044237,GO:0006793,GO:0006796,GO:0016310,GO:0071704,GO:0044238,GO:0005975,GO:0044262,GO:0046835,GO:0044723,GO:0005996,GO:0006014,GO:0019321,GO:0006167,GO:0006807,GO:1901360,GO:0006725,GO:0046483,GO:0034641,GO:0006139,GO:0009058,GO:1901576,GO:0044249,GO:1901362,GO:0019438,GO:0018130,GO:0034654,GO:0044271,GO:0044710,GO:0044281,GO:0055086,GO:0019637,GO:0006753,GO:0009123,GO:1901564,GO:1901566,GO:1901135,GO:0072521,GO:0072522,GO:1901137,GO:0009117,GO:0090407,GO:0009165,GO:0009163,GO:1901293,GO:0042455,GO:0009116,GO:0042451,GO:0042278,GO:0009119,GO:1901657,GO:1901659,GO:0046129,GO:0046128,GO:0006163,GO:0006164,GO:0009167,GO:0009161,GO:0009168,GO:0009260,GO:0019693,GO:0046390,GO:0009259,GO:0009156,GO:0009152,GO:0009150,GO:0009126,GO:0009127,GO:0009124,GO:0046033
COG0726	GO:0008152,GO:0005975,GO:0071704,GO:0044238,GO:0009987,GO:0044237,GO:0043170,GO:0044260,GO:0005976,GO:0009056,GO:0044699,GO:0044763,GO:0071840,GO:0071554,GO:1901575,GO:0044036,GO:0009057,GO:0016052,GO:0000272,GO:0010383,GO:0045493,GO:0045491,GO:0010410
COG0196	GO:0008152,GO:0009987,GO:0044237,GO:0009058,GO:0044249,GO:0044281,GO:1901362,GO:1901360,GO:0044710,GO:0046483,GO:1901564,GO:1901566,GO:0006807,GO:1901576,GO:0018130,GO:0044271,GO:0034641,GO:0042727,GO:0042726,GO:0071704,GO:0006771,GO:0044711,GO:0006767,GO:0006766,GO:0044283,GO:0042364,GO:0009231,GO:0009110,GO:0016310,GO:0006796,GO:0006793
COG0749	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0005737,GO:0005739,GO:0044444,GO:0044446,GO:0044422,GO:0044429,GO:0031974,GO:0070013,GO:0043233,GO:0005759,GO:0042575,GO:0043234,GO:0032991,GO:0005760
COG0463	GO:0008152
COG2017	GO:0008152,GO:0005975,GO:0071704,GO:0044238,GO:0019318,GO:0044723,GO:0005996,GO:0006012
COG1171	GO:0008152,GO:0071704,GO:0044238,GO:0006520,GO:0009987,GO:0044237,GO:0006807,GO:0044281,GO:0044710,GO:0043436,GO:0006082,GO:0019752,GO:1901564,GO:1901605,GO:1901576,GO:0009058,GO:0044249,GO:0044283,GO:0044711,GO:0016053,GO:0046394,GO:0008652,GO:1901566,GO:1901607,GO:0009082,GO:0009081,GO:0006549,GO:0009097,GO:0044282,GO:0044712,GO:1901565,GO:0016054,GO:0009063,GO:0009066,GO:1901575,GO:0046395,GO:0044248,GO:0006566,GO:0009056,GO:1901606,GO:0006567,GO:0009068
COG0480	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0005737
COG0813	GO:0009987,GO:0009116,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0006725,GO:0008152,GO:0046483,GO:0044238,GO:0044237,GO:0044281,GO:0044710,GO:0055086,GO:1901564,GO:1901135,GO:1901657,GO:0072521,GO:0042278
COG0505	GO:0008152,GO:0006807,GO:0009987,GO:0044237,GO:0044710,GO:0071704,GO:0044281,GO:1901564,GO:0006520,GO:0044238,GO:1901576,GO:0044249,GO:0009058,GO:0044271,GO:0034641,GO:0043436,GO:0006082,GO:0019752,GO:1901605,GO:0009064,GO:0006541,GO:0006796,GO:0006793,GO:0019637,GO:0090407,GO:1901575,GO:0044248,GO:0009056,GO:0044282,GO:0044712,GO:1901565,GO:0016054,GO:0009063,GO:0009065,GO:0046395,GO:1901606,GO:0070409,GO:0070408,GO:0006543,GO:1901566,GO:1901362,GO:0046483,GO:1901360,GO:0018130,GO:0006139,GO:0006725,GO:0055086,GO:0072528,GO:0072527,GO:0008652,GO:0044711,GO:0016053,GO:0044283,GO:0046394,GO:1901607,GO:0009084,GO:0006526,GO:0006525,GO:0006221,GO:0019438,GO:0034654,GO:0009165,GO:1901293,GO:0006753,GO:0006220,GO:0009117,GO:1901137,GO:1901135,GO:0009218,GO:0046134,GO:0009163,GO:0009260,GO:0046390,GO:0006213,GO:0009259,GO:0009220,GO:0009116,GO:0019693,GO:1901657,GO:1901659,GO:0046131,GO:0046132,GO:0042455,GO:0009119,GO:0009161,GO:0044205,GO:0009174,GO:0009173,GO:0009156,GO:0009129,GO:0009123,GO:0009124,GO:0006222,GO:0009130,GO:0046049,GO:0019856,GO:0006206,GO:0046112,GO:0009112,GO:0006207
COG1053	GO:0016020
COG0522	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0030529,GO:0032991,GO:0043226,GO:0043229,GO:0005737,GO:0043228,GO:0043232,GO:0044444,GO:0005840,GO:0044446,GO:0044422,GO:0015935,GO:0044391
COG0227	GO:0005622,GO:0005737,GO:0044464,GO:0005623,GO:0044424,GO:0043229,GO:0043226,GO:0044444,GO:0030529,GO:0043228,GO:0032991,GO:0005840,GO:0043232
COG1420	GO:0044464,GO:0005623,GO:0005622
COG0021	GO:0008152
COG0752	GO:0005737,GO:0044464,GO:0005622,GO:0005623,GO:0044424
COG0454	GO:0008152
COG0845	GO:0016020
COG1797	GO:0009058,GO:0044281,GO:1901362,GO:1901360,GO:0044710,GO:0044711,GO:0046483,GO:0006766,GO:1901564,GO:1901566,GO:0019438,GO:0006807,GO:1901576,GO:0033014,GO:0033013,GO:0018130,GO:0008152,GO:0044271,GO:0044283,GO:0044249,GO:0034641,GO:0009987,GO:0006725,GO:0042364,GO:0009236,GO:0009235,GO:0006767,GO:0071704,GO:0009110,GO:0044237,GO:0006541,GO:0043436,GO:0009064,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0044238,GO:0006139,GO:0055086,GO:1901135,GO:0009116,GO:1901657,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0009161,GO:0009169,GO:0009199,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0042454,GO:1901565,GO:0009128,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:0051180,GO:0046130,GO:0006200,GO:1901361,GO:0009154,GO:0009158,GO:0006810,GO:0009150,GO:0009261,GO:0019439,GO:0034655,GO:0046700,GO:0044270,GO:1901292,GO:0044763,GO:0006753,GO:0044248,GO:0009123,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0051234,GO:0042278,GO:0055085,GO:0015889,GO:1901136,GO:0019693,GO:0072521,GO:0072523,GO:0071705,GO:0071702,GO:0006152,GO:0044765,GO:0009117,GO:0009119,GO:0009056,GO:0051179,GO:0006796,GO:0006793,GO:1901658
COG0449	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0297	GO:0008152,GO:0009058,GO:0071704,GO:0044238,GO:0005975,GO:0009250,GO:0009987,GO:0043170,GO:0044237,GO:1901576,GO:0044260,GO:0009059,GO:0006073,GO:0044264,GO:0044262,GO:0044042,GO:0044249,GO:0005976,GO:0034645,GO:0016051,GO:0044723,GO:0034637,GO:0033692,GO:0000271,GO:0044710,GO:0055114,GO:0006112,GO:0015980,GO:0006091,GO:0005977,GO:0005978
COG0279	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG2875	GO:0032259,GO:0008152,GO:0044710,GO:0044249,GO:0034641,GO:0006807,GO:1901362,GO:1901360,GO:1901576,GO:0071704,GO:0033014,GO:0033013,GO:0018130,GO:0009987,GO:0006725,GO:0009058,GO:1901564,GO:0046483,GO:0044271,GO:1901566,GO:0044237,GO:0019438,GO:0009236,GO:0009235,GO:0044281,GO:0044283,GO:0044711,GO:0006767,GO:0006766,GO:0009110,GO:0042364,GO:0055114,GO:0006778,GO:0006779,GO:0051188,GO:0051186
COG0737	GO:0008152,GO:0009987,GO:0044237,GO:0006796,GO:0006793,GO:0009166,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0071704,GO:0044238,GO:0044710,GO:0044281,GO:0055086,GO:0019637,GO:0006753,GO:0009117,GO:0046434,GO:1901361,GO:0019439,GO:1901575,GO:0034655,GO:0046700,GO:0044270,GO:1901292,GO:0044248,GO:0009056,GO:0016311
COG0124	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG1012	GO:0008152,GO:0044710,GO:0055114,GO:0071704,GO:0009987,GO:0044237,GO:0044281,GO:0006082,GO:0043436,GO:0019752,GO:0044238,GO:0006807,GO:1901564,GO:0006520,GO:0009056,GO:1901575,GO:0044282,GO:0044712,GO:0044248,GO:0046395,GO:0016054,GO:1901565,GO:0009063,GO:0006081,GO:0009058,GO:0044249,GO:1901605,GO:0032787,GO:1901576,GO:0044711,GO:1901615,GO:0044283,GO:0046394,GO:0016053,GO:1901360,GO:0009064,GO:1901566,GO:0072329,GO:0008652,GO:0006066,GO:0046483,GO:0009448,GO:0009450
COG0330	GO:0016020,GO:0044425,GO:0031224,GO:0016021
COG1027	GO:0008152,GO:0044710,GO:0009987,GO:0044238,GO:0044237,GO:0006099,GO:0006091,GO:0045333,GO:0055114,GO:0015980,GO:0009060,GO:0071704,GO:0006807,GO:0019752,GO:0044281,GO:0043436,GO:0006082,GO:0006520,GO:0043648,GO:1901564,GO:1901605,GO:0006531,GO:0009066
COG0343	GO:0008152,GO:0009987,GO:0044260,GO:0043170,GO:0071704,GO:0006400,GO:0044238,GO:0044237,GO:0008033,GO:0009451,GO:1901360,GO:0046483,GO:0034470,GO:0006807,GO:0034660,GO:0006139,GO:0043412,GO:0016070,GO:0034641,GO:0006725,GO:0090304,GO:0006399,GO:0010467,GO:0006396,GO:0009163,GO:1901362,GO:0044710,GO:0042455,GO:1901564,GO:1901566,GO:0019438,GO:0044281,GO:0008616,GO:0018130,GO:0034654,GO:0044271,GO:0044249,GO:0055086,GO:1901137,GO:1901135,GO:0046116,GO:1901576,GO:0009058,GO:0009116,GO:0009119,GO:1901657,GO:1901659
COG0249	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0005634,GO:0044428,GO:0044446,GO:0044422,GO:0032991,GO:0043234,GO:0032300,GO:0032301,GO:0032302
COG0497	GO:1901360,GO:0046483,GO:0006807,GO:0008152,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0044237,GO:0071704,GO:0044238,GO:0044260,GO:0043170,GO:0090304,GO:0006259,GO:0051716,GO:0006281,GO:0033554,GO:0006950,GO:0050896,GO:0044763,GO:0044699,GO:0006974,GO:0006310
